Quarter,County,Waste Type,Waste Category,Waste Amount (tonnes)
2013Q3,Down,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,18653.489999999998
2013-07-01,Down,Non-Hazardous,Industrial Non-Hazardous Waste,20282.700000
01 July 2013,Down,,   Municipal Solid Waste  ,14453
2013-07-01,Down,Non-Hazardous,   Organic Waste  ,12985.020000
2013Q3,Dublin co.,Hazardous,CHEMICAL WASTE,7431.150000
"July 01, 2013",Dublin,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),13056.46
2013Q3,Dublin co.,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,"18,752.23"
2013Q3,Dublin,Hazardous,Medical Waste,17108.370000
2013Q3,Dublin,Non-Hazardous,Agricultural Waste,"13,736.39"
01/07/2013,Dublin,Non-Hazardous,Construction Waste Demolition and,"16,484.50"
"July 01, 2013",Dublin,Non-Hazardous,   Industrial Non-Hazardous Waste  ,13827
2013Q3,Dublin,Non-Hazardous,Municipal_Solid_Waste,8300
,Dublin,Non-Hazardous,   Organic Waste  ,"13,476.77"
01 July 2013,Galway,Hazardous,   Chemical Waste  ,10642.480000
2013Q3,Galway,Hazardous,Electronic Waste (E-Waste),16288.11
,Galway,Hazardous,Industrial Hazardous Waste,12958.540000
2013-07-01,Galway,Hazardous,medical waste,15336.220000
"July 01, 2013",Galway,Non-Hazardous,Agricultural_Waste,"12,224.16"
2013Q3,Galway county,Non-Hazardous,,17617.08
"July 01, 2013",Galway,Non-Hazardous,Industrial_Non-Hazardous_Waste,13922.330000
01 July 2013,county Galway,Non-Hazardous,   Municipal Solid Waste  ,14077.850000
2013Q3,Galway,Non-Hazardous,   nan  ,16374.96
2013-07-01,Kerry Co.,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,15991
2013-07-01,Kerry,Hazardous,   Electronic Waste (E-Waste)  ,16628.150000
2013Q3,county Kerry,Hazardous,industrial hazardous waste,6783.68
01-07-2013,Kerry,Hazardous,   nan  ,13520.210000
2013Q3,Kerry,Non-Hazardous,Agricultural_Waste,"21,559.44"
2013Q3,Co. Kerry,Non-Hazardous,Waste Demolition Construction and,11476
"July 01, 2013",Kerry co.,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,23682
2013-07-01,Kerry,,MUNICIPAL SOLID WASTE,14827
Q2 2013,co. Kerry,Non-Hazardous,   Organic Waste  ,"10,517.14"
"July 01, 2013",,Hazardous,Chemical_Waste,"10,943.65"
2013-07-01,Kildare,Hazardous,Electronic_Waste_(E-Waste),21890
01 July 2013,Kildare,Hazardous,INDUSTRIAL HAZARDOUS WASTE,"11,476.51"
01-07-2013,nan County,Hazardous,Medical Waste,"5,868.03"
Q3 2013,Kildare,Non-Hazardous,   Agricultural Waste  ,"17,094.41"
2013Q3,Kildare,Non-Hazardous,   Construction and Demolition Waste  ,12678.780000
2013Q3,County Kildare,Non-Hazardous,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,"24,493.62"
01/07/2013,,Non-Hazardous,   Municipal Solid Waste  ,15021.8
2013-07-01,co. Kildare,Non-Hazardous,O r g a n i c  W a s t e ,"15,523.36"
01/07/2013,Kilkenny county,Hazardous,chemical waste,16275
"July 01, 2013",Kilkenny,Hazardous,   Electronic Waste (E-Waste)  ,"14,089.54"
2013Q3,,Hazardous,Industrial_Hazardous_Waste,
2013Q3,Kilkenny,Hazardous,M e d i c a l  W a s t e ,"16,413.27"
,Kilkenny,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,"10,578.95"
2013Q3,Kilkenny co.,Non-Hazardous,   Construction and Demolition Waste  ,13603.84
01 July 2013,Kilkenny,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,15653.75
2013Q3,Kilkenny county,Non-Hazardous,Municipal_Solid_Waste,15928
2013-07-01,Kilkenny,Non-Hazardous,ORGANIC WASTE,"19,000.16"
2013Q3,Laois Co.,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,13036.62
"July 01, 2013",Laois,Hazardous,electronic waste (e-waste),15154
2013Q3,Laois,Hazardous,Industrial Hazardous Waste,12401
2013Q3,Laois,Hazardous,medical waste,10362
01 July 2013,Co. Laois,Non-Hazardous,agricultural waste,12065
2013 Q3,Laois,Non-Hazardous,   Construction and Demolition Waste  ,17662.9
2013-07-01,Laois,Non-Hazardous,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,"13,036.10"
01-07-2013,co. Laois,Non-Hazardous,   nan  ,12635.28
2013Q3,Laois county,Non-Hazardous,Organic Waste,"15,849.81"
2013-07-01,Limerick,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,"22,042.78"
2013Q3,Limerick,Hazardous,Electronic Waste (E-Waste),24046.250000
2013-07-01,Limerick co.,Hazardous,Hazardous Waste Industrial,"20,831.98"
Q4 2013,Limerick,Hazardous,MEDICAL WASTE,"20,806.51"
01/07/2013,co. Limerick,Non-Hazardous,agricultural waste,"13,651.11"
01/07/2013,Limerick,Non-Hazardous,Construction and Demolition Waste,15297
2013Q3,Limerick,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,
2013-07-01,Limerick,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,10075
2013-07-01,Limerick,Non-Hazardous,   nan  ,12838
Q3 2013,Louth,Hazardous,Chemical_Waste,11232.980000
2013Q3,Louth,Hazardous,   Electronic Waste (E-Waste)  ,10673
2013Q3,Louth,Hazardous,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,21760
2013Q3,Louth,Hazardous,,13607
2013Q3,Louth,Non-Hazardous,agricultural waste,10100.78
2013Q3,Louth Co.,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,14561.040000
01 July 2013,Louth,Non-Hazardous,   Industrial Non-Hazardous Waste  ,18699.510000
2013Q3,Louth,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,7820.520000
2013Q3,County Louth,Non-Hazardous,O r g a n i c  W a s t e ,8545.480000
01/07/2013,Mayo co.,Hazardous,CHEMICAL WASTE,"19,656.76"
01/07/2013,Mayo,Hazardous,Electronic_Waste_(E-Waste),12265.750000
01 July 2013,Mayo,,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,15318.07
01 July 2013,Mayo,Hazardous,Waste Medical,
2013Q3,,Non-Hazardous,agricultural waste,12346
2013-07-01,Mayo,Non-Hazardous,Construction and Demolition Waste,"17,044.33"
2013Q3,Mayo Co.,Non-Hazardous,industrial non-hazardous waste,10082.32
2013-07-01,Mayo,Non-Hazardous,n a n ,22397
2013 Q2,Mayo,Non-Hazardous,Organic Waste,8189.03
01/07/2013,county Meath,Hazardous,   Chemical Waste  ,17912.690000
2013Q3,Meath,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),16576.15
2013Q3,Meath,Hazardous,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,13641.870000
01/07/2013,Meath co.,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,8473.94
01-07-2013,Meath,Non-Hazardous,AGRICULTURAL WASTE,13059.7
01/07/2013,Meath,Non-Hazardous,construction and demolition waste,16964
"July 01, 2013",Co. Meath,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,
01/07/2013,Meath,Non-Hazardous,Municipal Solid Waste,"14,484.40"
2013Q3,Meath,Non-Hazardous,O.r.g.a.n.i.c. W.a.s.t.e.,16709.030000
01-07-2013,Monaghan,Hazardous,Chemical_Waste,12966.050000
2013-07-01,Co. Monaghan,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),18250
2013Q3,Monaghan,Hazardous,Industrial Hazardous Waste,6028.190000
2013Q3,Monaghan,Hazardous,M e d i c a l  W a s t e ,6193.45
2013Q3,Monaghan,Non-Hazardous,Agricultural_Waste,15258.5
2013Q3,Monaghan,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,16433.489999999998
2013Q3,co. Monaghan,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,20027.950000
01-07-2013,Monaghan county,Non-Hazardous,Municipal Solid Waste,11824
2013Q3,Monaghan Co.,Non-Hazardous,Organic_Waste,10543.540000
2013Q3,Offaly,Hazardous,C h e m i c a l  W a s t e ,17051.170000
2013Q3,,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),8715
2013-07-01,,Hazardous,Industrial Hazardous Waste,18577.290000
2013Q3,Offaly,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,15954.1
2013-07-01,Offaly,Non-Hazardous,agricultural waste,12547
2013Q3,Offaly,Non-Hazardous,Construction and Demolition Waste,18261.910000
2013Q3,Offaly,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,6627
2013Q3,Offaly,Non-Hazardous,Municipal Solid Waste,24899.67
01 July 2013,Co. nan,Non-Hazardous,ORGANIC WASTE,"14,808.35"
01 July 2013,Roscommon,Hazardous,   Chemical Waste  ,
01 July 2013,Roscommon,Hazardous,Electronic Waste (E-Waste),"17,388.43"
2013Q3,Roscommon,Hazardous,Industrial_Hazardous_Waste,8302.89
2013Q3,co. Roscommon,Hazardous,medical waste,
2013Q3,Roscommon county,Non-Hazardous,   Agricultural Waste  ,18966.65
2013Q3,Roscommon co.,Non-Hazardous,   Construction and Demolition Waste  ,"20,564.14"
01 July 2013,Roscommon co.,Non-Hazardous,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,"3,205.24"
2013-07-01,Roscommon co.,Non-Hazardous,Waste Municipal Solid,
01-07-2013,Roscommon co.,Non-Hazardous,Organic Waste,20330.450000
2013Q3,county Sligo,Hazardous,Chemical_Waste,17856
01 July 2013,Sligo,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),14346
,Sligo,Hazardous,Industrial Waste Hazardous,14602.189999999999
2013-07-01,Sligo,Hazardous,   Medical Waste  ,
"July 01, 2013",Sligo,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,9668
2013Q3,,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,9218
"July 01, 2013",Sligo,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,6154.640000
2013Q3,Sligo,Non-Hazardous,,8028.530000
Q4 2013,Sligo County,Non-Hazardous,O.r.g.a.n.i.c. W.a.s.t.e.,"20,359.23"
2013Q3,Tipperary,Hazardous,Chemical_Waste,18029.060000
Q2 2013,,Hazardous,Electronic Waste (E-Waste),21999.41
2013 Q2,Tipperary,Hazardous,   Industrial Hazardous Waste  ,17036.530000
2013Q3,Tipperary,Hazardous,MEDICAL WASTE,"18,534.42"
2013Q3,Tipperary,Non-Hazardous,Agricultural Waste,"5,855.33"
2013Q3,Tipperary,Non-Hazardous,,10286.869999999999
2013 Q4,Tipperary,Non-Hazardous,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,21625.66
01/07/2013,Tipperary,Non-Hazardous,municipal solid waste,12072.27
2013Q3,Tipperary,Non-Hazardous,Organic Waste,21936.400000
2013Q3,Waterford,Hazardous,Chemical_Waste,"8,002.88"
2013Q3,Waterford,Hazardous,Waste Electronic (E-Waste),"16,260.06"
,Waterford,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,"14,479.31"
2013Q3,Waterford,Hazardous,Medical_Waste,18077
"July 01, 2013",Waterford,Non-Hazardous,,6381.91
2013-07-01,Waterford,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,8144
2013-07-01,Waterford,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,17769.710000
01/07/2013,County Waterford,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,8941
2013Q3,co. Waterford,Non-Hazardous,O r g a n i c  W a s t e ,16529
01 July 2013,Westmeath,Hazardous,CHEMICAL WASTE,"16,313.34"
2013Q3,Westmeath,Hazardous,Electronic Waste (E-Waste),13736.590000
01/07/2013,Westmeath,Hazardous,Industrial Hazardous Waste,14857.210000
2013Q3,Westmeath,Hazardous,M e d i c a l  W a s t e ,"12,429.11"
2013Q3,Westmeath Co.,Non-Hazardous,Agricultural Waste,15325
01 July 2013,Westmeath,Non-Hazardous,Construction and Demolition Waste,12772.93
2013 Q2,Westmeath county,Non-Hazardous,industrial non-hazardous waste,13694.02
01-07-2013,County Westmeath,Non-Hazardous,municipal solid waste,21398.680000
2013 Q4,Westmeath,Non-Hazardous,   Organic Waste  ,9271
01 July 2013,Wexford,Hazardous,Waste Chemical,8757
2013Q3,Wexford,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),
Q2 2013,Wexford,Hazardous,INDUSTRIAL HAZARDOUS WASTE,14375.1
"July 01, 2013",Wexford,Hazardous,Medical Waste,22500.110000
2013Q3,Wexford,Non-Hazardous,Agricultural Waste,16885
2013Q3,Wexford,Non-Hazardous,construction and demolition waste,20452
01-07-2013,county nan,Non-Hazardous,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,"25,974.21"
01 July 2013,co. Wexford,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,"19,311.36"
2013Q3,Wexford,Non-Hazardous,   Organic Waste  ,13920
2013Q3,Wicklow,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,9683
01/07/2013,County Wicklow,Hazardous,Electronic Waste (E-Waste),11363
2013Q3,Wicklow,Hazardous,Industrial Hazardous Waste,9522.830000
2013Q3,Wicklow,,Medical_Waste,26610.489999999998
2013Q3,Co. Wicklow,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,8232.130000000001
2013Q3,,Non-Hazardous,construction and demolition waste,9213.43
2013Q3,Wicklow,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,11518
2013-07-01,Wicklow,Non-Hazardous,   Municipal Solid Waste  ,27316
2013Q3,Wicklow,Non-Hazardous,   Organic Waste  ,12519.500000
2013Q4,Antrim,Hazardous,C h e m i c a l  W a s t e ,253823.2
01 October 2013,Co. Antrim,,Electronic Waste (E-Waste),"20,863.75"
2013Q4,co. Antrim,,Industrial_Hazardous_Waste,
2013Q4,Antrim,Hazardous,medical waste,
2013 Q2,,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,"10,502.95"
,Antrim,Non-Hazardous,   Construction and Demolition Waste  ,4761
2013Q4,county Antrim,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,20039.320000
"October 01, 2013",co. Antrim,Non-Hazardous,municipal solid waste,20556.45
,Antrim,Non-Hazardous,O r g a n i c  W a s t e ,14913
2013Q4,Carlow County,,C.h.e.m.i.c.a.l. W.a.s.t.e.,19389.29
2013 Q1,Carlow,Hazardous,Waste Electronic (E-Waste),17234.57
01/10/2013,county Carlow,Hazardous,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,17193.770000
01 October 2013,Carlow,Hazardous,medical waste,19346.230000000003
"October 01, 2013",Carlow,Non-Hazardous,   Agricultural Waste  ,9119.940000
2013Q4,Carlow,Non-Hazardous,Construction_and_Demolition_Waste,12240.730000
2013Q4,Carlow,,Industrial Non-Hazardous Waste,12871
2013Q4,Carlow,Non-Hazardous,   nan  ,10556.570000
2013Q4,,Non-Hazardous,   Organic Waste  ,25635.260000
01 October 2013,Cavan,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,
2013-10-01,Cavan,,electronic waste (e-waste),15221.180000
01/10/2013,Cavan,,industrial hazardous waste,11341.890000
2013Q4,Cavan,Hazardous,MEDICAL WASTE,"20,950.68"
,Cavan,Non-Hazardous,n.a.n.,12332.460000
01-10-2013,Cavan,Non-Hazardous,Construction and Demolition Waste,4141.030000
2013Q4,Cavan,Non-Hazardous,Non-Hazardous Waste Industrial,14720.530000
01-10-2013,Cavan,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,16829
"October 01, 2013",Cavan,Non-Hazardous,organic waste,"15,876.86"
2013Q4,Clare,Hazardous,C h e m i c a l  W a s t e ,
2013-10-01,Clare Co.,,Electronic_Waste_(E-Waste),16342.82
01-10-2013,Clare,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,11081.240000000002
2013Q4,Clare,Hazardous,   Medical Waste  ,17884.250000
2013-10-01,Clare,Non-Hazardous,Agricultural_Waste,7143
2013-10-01,Clare,Non-Hazardous,n.a.n.,25015.280000
,Clare co.,Non-Hazardous,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,26094.7
2013Q4,Clare,Non-Hazardous,municipal solid waste,13890.100000
2013Q4,Clare co.,Non-Hazardous,ORGANIC WASTE,12280.55
"October 01, 2013",Cork,Hazardous,Chemical Waste,"19,383.15"
01/10/2013,Cork County,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),7042
,Cork,Hazardous,,6479.05
01 October 2013,Cork,Hazardous,Medical Waste,"13,839.60"
01 October 2013,co. Cork,Non-Hazardous,Agricultural Waste,"13,966.58"
2013Q4,Cork,Non-Hazardous,n a n ,"20,023.62"
2013Q4,Cork,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,"18,632.42"
2013-10-01,Cork,Non-Hazardous,municipal solid waste,19571
2013-10-01,Cork,Non-Hazardous,O.r.g.a.n.i.c. W.a.s.t.e.,18255.28
2013Q4,Donegal,Hazardous,C h e m i c a l  W a s t e ,18297
2013-10-01,County Donegal,Hazardous,   Electronic Waste (E-Waste)  ,19117.05
"October 01, 2013",Donegal,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,15567
2013Q4,Donegal,Hazardous,   Medical Waste  ,21080
,Donegal,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,"11,499.60"
2013Q4,Co. Donegal,Non-Hazardous,Construction and Demolition Waste,10690.05
2013Q4,Donegal county,Non-Hazardous,Industrial_Non-Hazardous_Waste,6991
,Donegal co.,Non-Hazardous,Waste Solid Municipal,16274
01-10-2013,Donegal,Non-Hazardous,Organic_Waste,22915.94
"October 01, 2013",Down,Hazardous,chemical waste,"17,123.10"
01-10-2013,Down county,,Electronic_Waste_(E-Waste),"16,393.29"
2013-10-01,Down,Hazardous,Industrial_Hazardous_Waste,15819
2013Q4,Down,Hazardous,Medical_Waste,18479.890000
2013Q4,Down,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,18385
01-10-2013,Down,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,
Q4 2013,Down,Non-Hazardous,Industrial_Non-Hazardous_Waste,21645.060000
2013Q4,Down,Non-Hazardous,Municipal Solid Waste,15936
2013-10-01,Down co.,Non-Hazardous,O r g a n i c  W a s t e ,12498.270000
2013Q4,Dublin Co.,Hazardous,chemical waste,11705.460000000001
2013 Q4,Dublin,Hazardous,Electronic Waste (E-Waste),18363.059999999998
2013-10-01,Dublin,Hazardous,Industrial Hazardous Waste,"16,472.60"
Q2 2013,Dublin co.,Hazardous,Medical_Waste,"15,047.84"
01/10/2013,Dublin,Non-Hazardous,AGRICULTURAL WASTE,"5,991.57"
2013 Q4,Dublin,Non-Hazardous,Demolition Waste and Construction,11704
Q2 2013,county nan,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,22319.210000
01-10-2013,Co. Dublin,Non-Hazardous,municipal solid waste,9661
01-10-2013,Dublin co.,Non-Hazardous,Organic Waste,
2013Q4,Galway co.,Hazardous,Chemical Waste,"8,419.80"
"October 01, 2013",Galway,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),22888
2013Q4,county Galway,Hazardous,Industrial_Hazardous_Waste,11737.460000000001
2013Q4,Galway,Hazardous,Waste Medical,16964
2013-10-01,Galway county,Non-Hazardous,Agricultural Waste,18603.879999999997
,,Non-Hazardous,Construction and Demolition Waste,"15,862.26"
2013Q4,Galway,Non-Hazardous,Industrial_Non-Hazardous_Waste,"9,017.11"
2013Q4,Galway,Non-Hazardous,MUNICIPAL SOLID WASTE,3288.26
,Galway,Non-Hazardous,ORGANIC WASTE,16893
2013-10-01,Kerry,Hazardous,Chemical Waste,19346.530000000002
2013Q4,Kerry,,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),8655.51
2013-10-01,Co. Kerry,Hazardous,   Industrial Hazardous Waste  ,"4,694.31"
2013Q4,Kerry,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,14758.430000
01 October 2013,County Kerry,Non-Hazardous,agricultural waste,
2013Q4,Kerry,Non-Hazardous,Construction and Demolition Waste,"14,571.24"
"October 01, 2013",Kerry,Non-Hazardous,Industrial Non-Hazardous Waste,9821
2013 Q4,Kerry,Non-Hazardous,Municipal Solid Waste,13892.55
2013-10-01,Kerry,,O.r.g.a.n.i.c. W.a.s.t.e.,13478
,Kildare,Hazardous,,19148.83
2013Q4,Kildare,Hazardous,   Electronic Waste (E-Waste)  ,8847.29
2013Q4,Kildare,Hazardous,NAN,6546.390000
2013Q4,Kildare,Hazardous,MEDICAL WASTE,12299
01-10-2013,,Non-Hazardous,Waste Agricultural,18440.450000
Q1 2013,Kildare,Non-Hazardous,   Construction and Demolition Waste  ,15956
Q1 2013,Co. Kildare,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,16829.41
2013Q4,Kildare,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,18144
01 October 2013,Kildare,Non-Hazardous,organic waste,"4,926.60"
,Kilkenny,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,19728.270000
01/10/2013,Kilkenny,Hazardous,   Electronic Waste (E-Waste)  ,18659.96
Q3 2013,co. nan,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,25705
01/10/2013,Kilkenny,Hazardous,Medical_Waste,10333.380000
2013-10-01,,Non-Hazardous,Agricultural_Waste,20047.480000
2013-10-01,Kilkenny,Non-Hazardous,   Construction and Demolition Waste  ,9037
2013Q4,Kilkenny,Non-Hazardous,Industrial_Non-Hazardous_Waste,20593.42
2013Q4,Kilkenny,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,15524.939999999999
2013Q4,Kilkenny co.,Non-Hazardous,Waste Organic,"164,373.10"
2013Q4,Laois co.,Hazardous,Chemical_Waste,12555.980000
2013Q4,Laois,Hazardous,ELECTRONIC WASTE (E-WASTE),"16,344.51"
01/10/2013,Laois,Hazardous,   Industrial Hazardous Waste  ,"15,353.03"
2013Q4,Laois,Hazardous,medical waste,25523.740000
2013Q4,Laois,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,10206.14
01/10/2013,Laois,Non-Hazardous,   Construction and Demolition Waste  ,5517.620000
2013Q4,Laois,Non-Hazardous,   Industrial Non-Hazardous Waste  ,12854.070000
01/10/2013,Laois,Non-Hazardous,   Municipal Solid Waste  ,17904.02
"October 01, 2013",Laois,Non-Hazardous,O.r.g.a.n.i.c. W.a.s.t.e.,6453
2013Q4,Limerick Co.,Hazardous,Waste Chemical,10983
2013Q4,Limerick,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),20998.86
2013-10-01,Co. Limerick,Hazardous,   Industrial Hazardous Waste  ,9321.070000
,Limerick,Hazardous,medical waste,8190.41
,Co. Limerick,Non-Hazardous,Waste Agricultural,17038
2013Q4,Limerick,Non-Hazardous,construction and demolition waste,
2013-10-01,Limerick Co.,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,27950
01-10-2013,Limerick County,Non-Hazardous,Municipal Solid Waste,6355
01/10/2013,Limerick,Non-Hazardous,ORGANIC WASTE,15361.47
01 October 2013,Louth,,   Chemical Waste  ,17458
2013Q4,Louth,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),
2013Q4,Louth,Hazardous,   Industrial Hazardous Waste  ,"18,683.63"
"October 01, 2013",Louth,Hazardous,medical waste,14273.279999999999
01-10-2013,Louth county,Non-Hazardous,Agricultural_Waste,"16,623.44"
2013Q4,Louth,Non-Hazardous,   Construction and Demolition Waste  ,"12,795.52"
01/10/2013,Louth county,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,"8,105.42"
,Louth,Non-Hazardous,Municipal Solid Waste,13387
2013Q4,Louth,Non-Hazardous,n.a.n.,21458.43
2013Q4,Mayo,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,10369
2013Q4,Mayo,Hazardous,   Electronic Waste (E-Waste)  ,15400
2013Q4,Mayo,Hazardous,I n d u s t r i a l  H a z a r d o u s  W a s t e ,21432
2013-10-01,co. Mayo,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,15966.040000
01-10-2013,Mayo,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,19362
01/10/2013,Mayo,Non-Hazardous,Demolition and Waste Construction,
2013Q4,Mayo,Non-Hazardous,Industrial Non-Hazardous Waste,"28,115.85"
2013 Q4,county Mayo,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,21711.42
"October 01, 2013",Co. Mayo,Non-Hazardous,O r g a n i c  W a s t e ,18831
,Meath,Hazardous,CHEMICAL WASTE,12506.87
2013Q4,Meath,Hazardous,Electronic Waste (E-Waste),14906.940000
"October 01, 2013",Meath,Hazardous,industrial hazardous waste,11918
2013-10-01,Meath,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,22420.710000
2013Q4,Meath,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,14669
2013Q4,Meath,Non-Hazardous,Construction and Demolition Waste,10237.810000000001
"October 01, 2013",Meath,Non-Hazardous,   Industrial Non-Hazardous Waste  ,7371.240000
2013Q4,Meath,Non-Hazardous,municipal solid waste,17336.87
Q3 2013,Meath,Non-Hazardous,ORGANIC WASTE,18412
01/10/2013,Monaghan,Hazardous,chemical waste,"17,780.82"
01-10-2013,Co. Monaghan,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),"14,471.23"
2013Q4,Co. Monaghan,Hazardous,INDUSTRIAL HAZARDOUS WASTE,"20,277.40"
"October 01, 2013",Monaghan,Hazardous,M e d i c a l  W a s t e ,17224.490000
Q2 2013,Monaghan county,Non-Hazardous,Agricultural_Waste,"24,181.99"
2013Q4,County Monaghan,Non-Hazardous,construction and demolition waste,17686
