Quarter,County,Waste Type,Waste Category,Treatment Method,Waste Amount (tonnes),Price of Treatment (€ per tonne)
2012_Q4,Down,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6029.82,65.0
2012_Q1,Down,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3014.91,51.69
2012_Q1,Down,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,7965.6,72.89
2012_Q1,Down,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,4779.36,61.22
,,Non-Hazardous,N A N,Recovery - Energy Recovery,3186.24,52.9
2012_Q1,Down,Non-Hazardous,Organic Waste,Recovery - Composting,8772.07,78.65
2012_Q1,Down,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,3759.46,73.47
,Dublin,Hazardous,Chemical Waste,Disposal - Incineration,17415.35,387.0
2012_Q1,Dublin,Hazardous,Chemical Waste,,7463.72,72.14
2012_Q1,Dublin,Hazardous,Electronic Waste,Recovery - Recycling,11032.91,58.74
2012_Q1,Dublin,Hazardous,Electronic Waste,Disposal - Other,1225.0,68.0
2012_Q1,Dublin,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,8746.42,56.42
,,Hazardous,Industrial Hazardous Waste,Disposal - Other,5830.94,73.17
2012_Q3,Dublin,Hazardous,Medical Waste,Disposal - Incineration,17319.3,73.63
2012_Q1,,,Medical Waste,Disposal - Other,4329.83,79.27
2012_Q1,,Non-Hazardous,Agricultural Waste,Disposal - Landfill,3503.57,50.09
2012_Q1,Dublin,Non-Hazardous,Agricultural Waste,Recovery - Composting,,59.33
2012_Q1,Dublin,,Agricultural Waste,Disposal - Other,1751.79,62.42
2012_Q1,Dublin,Non-Hazardous,Construction and Demolition Waste,,2130.0,27.75
2012_Q1,Dublin,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,4970.55,57.8
2012_Q1,Dublin,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,4828.67,77.0
2012_Q1,Dublin,Non-Hazardous,Industrial Non-Hazardous Waste,,4828.67,40.35
,Dublin,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2414.0,53.58
2012_Q1,Dublin,Non-Hazardous,Municipal Solid Waste,,8417.0,65.91
2012_Q1,Dublin,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,5050.39,63.0
2012_Q1,,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3366.93,53.31
2012_Q1,Dublin,Non-Hazardous,Organic Waste,Recovery - Composting,10841.73,60.96
2012_Q1,Dublin,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,4646.46,79.1
2012_Q1,,Hazardous,Chemical Waste,Disposal - Incineration,7345.0,74.0
2012_Q1,Galway,Hazardous,Chemical Waste,Disposal - Other,3147.87,72.88
2012_Q1,Galway,Hazardous,Electronic Waste,Recovery - Recycling,17211.39,56.92
2012_Q1,Galway,Hazardous,Electronic Waste,Disposal - Other,1912.38,69.64
2012_Q1,Galway,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,4009.53,76.78
2012_Q1,Galway,Hazardous,Industrial Hazardous Waste,Disposal - Other,2673.02,64.0
2012_Q1,Galway,Hazardous,Medical Waste,Disposal - Incineration,9596.14,64.49
2012_Q2,Galway,Hazardous,Medical Waste,Disposal - Other,2399.03,50.22
2012_Q1,Galway,Non-Hazardous,Agricultural Waste,Disposal - Landfill,6604.71,39.95
2012_Q1,Galway,Non-Hazardous,Agricultural Waste,Recovery - Composting,6604.71,56.16
2012_Q1,Galway,Non-Hazardous,Agricultural Waste,Disposal - Other,3302.35,72.0
2012_Q1,Galway,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,5359.43,61.66
2012_Q1,Galway,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,12505.33,48.22
2012_Q1,Galway,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,,63.24
2012_Q1,Galway,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,5633.28,70.0
2012_Q1,Galway,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2816.64,77.63
2012_Q1,Galway,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,11719.24,55.65
2012_Q1,Galway,Non-Hazardous,Municipal Solid Waste,,7031.54,76.29
2012_Q1,Galway,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,4687.69,78.0
,Galway,,Organic Waste,Recovery - Composting,14057.71,53.0
2012_Q1,Galway,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,6024.0,67.44
2012_Q1,Kerry,Hazardous,Chemical Waste,Disposal - Incineration,11377.38,77.74
2012_Q1,Kerry,Hazardous,Chemical Waste,Disposal - Other,4876.02,355.74
2012_Q1,Kerry,Hazardous,,Recovery - Recycling,10241.0,56.25
2012_Q1,Kerry,Hazardous,Electronic Waste,Disposal - Other,1137.92,65.09
2012_Q1,Kerry,,Industrial Hazardous Waste,Disposal - Incineration,11089.33,486.0
2012_Q1,Kerry,Hazardous,Industrial Hazardous Waste,Disposal - Other,7392.88,74.07
2012_Q1,Kerry,Hazardous,Medical Waste,Disposal - Incineration,7682.24,68.0
2012_Q1,Kerry,Hazardous,Medical Waste,Disposal - Other,1920.56,60.31
2012_Q1,Kerry,Non-Hazardous,Agricultural Waste,Disposal - Landfill,5673.0,59.88
2012_Q3,Kerry,Non-Hazardous,Agricultural Waste,Recovery - Composting,5673.59,69.38
2012_Q1,Kerry,Non-Hazardous,,Disposal - Other,2836.8,77.0
2012_Q4,Kerry,,Construction and Demolition Waste,Disposal - Landfill,3565.32,66.86
2012_Q1,Kerry,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,8319.08,62.0
2012_Q1,Kerry,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6428.98,79.65
2012_Q1,Kerry,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6428.0,61.09
2012_Q1,Kerry,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3214.49,40.98
2012_Q1,Kerry,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,8509.59,56.0
2012_Q1,Kerry,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,5105.75,69.0
2012_Q1,Kerry,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3403.84,75.23
2012_Q1,Kerry,Non-Hazardous,Organic Waste,Recovery - Composting,9920.73,60.91
2012_Q1,Kerry,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,4251.0,63.75
2012_Q1,Kildare,Hazardous,Chemical Waste,Disposal - Incineration,9930.44,280.0
2012_Q1,Kildare,Hazardous,Chemical Waste,Disposal - Other,4255.9,70.41
,Kildare,Hazardous,Electronic Waste,Recovery - Recycling,21988.03,271.0
2012_Q1,Kildare,Hazardous,Electronic Waste,Disposal - Other,2443.11,201.14
2012_Q1,Kildare,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,3957.24,371.07
2012_Q1,Kildare,,Industrial Hazardous Waste,Disposal - Other,2638.16,76.0
2012_Q1,Kildare,Hazardous,Medical Waste,Disposal - Incineration,12011.33,387.92
2012_Q1,Kildare,Hazardous,Medical Waste,,3002.83,55.77
2012_Q1,Kildare,Non-Hazardous,Agricultural Waste,Disposal - Landfill,7859.04,66.76
,Kildare,Non-Hazardous,Agricultural Waste,Recovery - Composting,7859.04,52.0
2012_Q1,Kildare,Non-Hazardous,Agricultural Waste,Disposal - Other,3929.52,71.87
2012_Q1,Kildare,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,3496.13,54.42
2012_Q1,Kildare,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,,43.19
2012_Q2,Kildare,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,7906.53,76.34
2012_Q1,Kildare,Non-Hazardous,Industrial Non-Hazardous Waste,,,61.0
2012_Q1,Kildare,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3953.0,55.63
2012_Q1,Kildare,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,3468.43,61.7
2012_Q1,Kildare,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,2081.06,67.0
2012_Q1,Kildare,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,1387.37,71.0
2012_Q1,Kildare,Non-Hazardous,Organic Waste,Recovery - Composting,8589.98,68.03
2012_Q1,Kildare,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,3681.42,66.82
2012_Q1,Kilkenny,Hazardous,Chemical Waste,Disposal - Incineration,12220.96,64.0
2012_Q1,Kilkenny,Hazardous,Chemical Waste,Disposal - Other,5237.55,70.83
2012_Q1,Kilkenny,Hazardous,Electronic Waste,Recovery - Recycling,13720.82,78.0
2012_Q1,Kilkenny,Hazardous,Electronic Waste,Disposal - Other,1524.54,52.42
,Kilkenny,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,3708.32,79.0
2012_Q1,Kilkenny,Hazardous,Industrial Hazardous Waste,Disposal - Other,2472.22,322.0
2012_Q1,Kilkenny,Hazardous,Medical Waste,Disposal - Incineration,6561.0,572.73
2012_Q1,Kilkenny,Hazardous,Medical Waste,Disposal - Other,1640.39,425.55
2012_Q1,Kilkenny,Non-Hazardous,Agricultural Waste,Disposal - Landfill,6024.34,58.0
2012_Q1,Kilkenny,Non-Hazardous,Agricultural Waste,Recovery - Composting,6024.34,71.0
2012_Q1,Kilkenny,Non-Hazardous,Agricultural Waste,Disposal - Other,3012.17,53.39
2012_Q1,Kilkenny,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,4144.72,70.44
2012_Q1,Kilkenny,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,9671.0,62.0
2012_Q1,Kilkenny,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6051.44,67.13
2012_Q1,Kilkenny,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6051.44,65.85
2012_Q1,Kilkenny,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3025.72,72.16
2012_Q1,Kilkenny,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,10480.3,55.17
2012_Q1,Kilkenny,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,62881.8,68.31
2012_Q1,Kilkenny,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,4192.12,53.85
2012_Q1,Kilkenny,Non-Hazardous,Organic Waste,Recovery - Composting,3065.0,52.32
2012_Q1,Kilkenny,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,1313.57,76.0
2012_Q1,Laois,Hazardous,Chemical Waste,Disposal - Incineration,7757.2,55.95
2012_Q1,Laois,Hazardous,Chemical Waste,Disposal - Other,3324.51,70.0
2012_Q1,Laois,Hazardous,Electronic Waste,Recovery - Recycling,10345.62,71.54
2012_Q1,Laois,Hazardous,Electronic Waste,Disposal - Other,1149.51,177.0
2012_Q4,Laois,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,7505.11,71.4
2012_Q1,Laois,Hazardous,Industrial Hazardous Waste,Disposal - Other,5003.4,421.74
2012_Q1,Laois,Hazardous,Medical Waste,Disposal - Incineration,4802.0,524.89
2012_Q1,Laois,Hazardous,Medical Waste,Disposal - Other,1200.67,55.9
2012_Q3,,Non-Hazardous,Agricultural Waste,Disposal - Landfill,4195.62,50.71
2012_Q1,Laois,Non-Hazardous,Agricultural Waste,Recovery - Composting,4195.62,74.04
2012_Q1,Laois,,Agricultural Waste,Disposal - Other,2097.81,61.27
2012_Q1,,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,3788.21,72.63
2012_Q1,Laois,,Construction and Demolition Waste,Recovery - Recycling,8839.15,65.22
2012_Q1,Laois,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,8617.9,60.85
2012_Q1,Laois,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,8617.9,75.32
2012_Q1,Laois,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,4308.95,77.86
,Laois,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,5327.12,65.0
,Laois,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,3196.27,69.97
2012_Q1,Laois,Non-Hazardous,,Recovery - Energy Recovery,2130.85,69.17
2012_Q1,Laois,,Organic Waste,Recovery - Composting,5240.23,76.0
2012_Q1,Laois,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,,64.61
2012_Q1,Limerick,Hazardous,Chemical Waste,Disposal - Incineration,9856.93,330.0
2012_Q1,Limerick,Hazardous,Chemical Waste,Disposal - Other,4224.4,50.83
2012_Q1,Limerick,Hazardous,Electronic Waste,Recovery - Recycling,11532.01,73.26
2012_Q1,Limerick,Hazardous,,Disposal - Other,1281.33,55.83
2012_Q1,Limerick,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,14715.0,51.64
2012_Q1,Limerick,Hazardous,Industrial Hazardous Waste,Disposal - Other,9810.51,53.36
2012_Q1,Limerick,Hazardous,Medical Waste,Disposal - Incineration,10392.34,64.31
2012_Q1,Limerick,Hazardous,Medical Waste,Disposal - Other,2598.0,368.0
,Limerick,Non-Hazardous,Agricultural Waste,Disposal - Landfill,5951.96,60.0
2012_Q1,Limerick,Non-Hazardous,Agricultural Waste,,5951.96,51.53
2012_Q1,Limerick,Non-Hazardous,Agricultural Waste,,2975.98,70.06
2012_Q1,Limerick,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,5094.0,54.25
2012_Q1,Limerick,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,11886.1,79.58
,Limerick,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,,54.4
2012_Q1,Limerick,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6506.7,58.18
,Limerick,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3253.35,78.0
2012_Q1,Limerick,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,,65.14
2012_Q1,Limerick,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,4481.67,68.0
2012_Q1,Limerick,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2987.0,77.0
2012_Q1,Limerick,Non-Hazardous,Organic Waste,Recovery - Composting,7079.77,51.34
2012_Q1,Limerick,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,3034.18,62.04
2012_Q1,Louth,Hazardous,Chemical Waste,Disposal - Incineration,17348.48,50.24
,Louth,Hazardous,Chemical Waste,Disposal - Other,7435.06,59.86
2012_Q1,,Hazardous,Electronic Waste,Recovery - Recycling,14701.55,228.51
2012_Q1,Louth,Hazardous,Electronic Waste,Disposal - Other,1633.51,54.43
2012_Q1,Louth,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,12166.26,50.04
2012_Q1,Louth,Hazardous,Industrial Hazardous Waste,Disposal - Other,8110.84,290.8
2012_Q1,Louth,Hazardous,Medical Waste,,12038.14,77.85
2012_Q1,Louth,Hazardous,N A N,Disposal - Other,3009.53,72.13
2012_Q1,Louth,Non-Hazardous,Agricultural Waste,Disposal - Landfill,4819.31,73.22
2012_Q1,Louth,Non-Hazardous,Agricultural Waste,Recovery - Composting,4819.31,56.54
2012_Q1,Louth,,Agricultural Waste,Disposal - Other,2409.66,70.44
2012_Q1,Louth,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,3038.63,48.0
2012_Q1,Louth,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,7090.13,42.78
2012_Q1,Louth,Non-Hazardous,Industrial Hazardous Waste,,6013.99,72.79
2012_Q1,Louth,,Industrial Non-Hazardous Waste,Recovery - Recycling,6013.99,69.0
2012_Q1,Louth,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3007.0,71.69
2012_Q1,Louth,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,6279.01,57.42
2012_Q1,Louth,Non-Hazardous,Municipal Solid Waste,,3767.4,58.0
,Louth,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2511.6,77.96
2012_Q1,Louth,Non-Hazardous,Organic Waste,,11823.0,52.99
2012_Q1,,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,5067.26,69.81
2012_Q1,Mayo,Hazardous,Chemical Waste,Disposal - Incineration,5415.0,289.22
2012_Q1,Mayo,Hazardous,Chemical Waste,Disposal - Other,2320.95,75.72
2012_Q1,Mayo,Hazardous,Electronic Waste,Recovery - Recycling,12863.21,50.99
2012_Q1,Mayo,Hazardous,Electronic Waste,Disposal - Other,,271.0
2012_Q1,Mayo,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,10088.7,58.98
2012_Q1,Mayo,Hazardous,Industrial Hazardous Waste,Disposal - Other,6725.8,58.96
2012_Q1,Mayo,Hazardous,Medical Waste,Disposal - Incineration,9844.75,486.48
2012_Q1,Mayo,Hazardous,Medical Waste,Disposal - Other,2461.19,62.0
2012_Q1,Mayo,Non-Hazardous,Agricultural Waste,Disposal - Landfill,4061.48,49.29
2012_Q1,Mayo,,Agricultural Waste,Recovery - Composting,4061.48,58.9
2012_Q1,Mayo,Non-Hazardous,Agricultural Waste,Disposal - Other,2030.74,51.17
2012_Q1,Mayo,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,1097.8,28.23
2012_Q1,Mayo,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,2561.53,21.16
2012_Q1,Mayo,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6278.78,61.39
2012_Q1,Mayo,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,,54.5
2012_Q3,Mayo,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3139.39,64.81
2012_Q1,Mayo,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,2564.15,52.95
2012_Q1,Mayo,Non-Hazardous,,Recovery - Recycling,1538.49,71.77
2012_Q1,Mayo,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,,57.0
2012_Q1,Mayo,Non-Hazardous,Organic Waste,Recovery - Composting,13944.4,70.62
2012_Q1,Mayo,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,5976.17,74.0
2012_Q1,Meath,Hazardous,Chemical Waste,Disposal - Incineration,12328.0,286.6
2012_Q1,Meath,Hazardous,Chemical Waste,Disposal - Other,5283.69,63.15
2012_Q1,Meath,Hazardous,Electronic Waste,Recovery - Recycling,11987.77,64.89
2012_Q1,Meath,Hazardous,Electronic Waste,Disposal - Other,1331.0,189.33
2012_Q1,Meath,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,9444.02,494.48
,Meath,Hazardous,,Disposal - Other,6296.02,70.19
2012_Q1,Meath,Hazardous,Medical Waste,Disposal - Incineration,12948.06,77.0
2012_Q1,Meath,Hazardous,Medical Waste,Disposal - Other,3237.02,403.05
2012_Q1,Meath,Non-Hazardous,Agricultural Waste,Disposal - Landfill,7385.96,39.03
2012_Q2,Meath,Non-Hazardous,Agricultural Waste,Recovery - Composting,7385.96,68.53
2012_Q1,Meath,Non-Hazardous,Agricultural Waste,Disposal - Other,3692.98,31.0
2012_Q1,Meath,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,2905.23,69.81
2012_Q1,Meath,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,6778.86,70.42
2012_Q1,Meath,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6459.63,57.31
2012_Q1,Meath,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6459.63,76.0
,,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3229.82,66.0
2012_Q1,Meath,Non-Hazardous,Municipal Solid Waste,,9167.1,75.0
2012_Q1,Meath,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,5500.26,64.82
2012_Q1,Meath,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3666.84,62.0
2012_Q1,Meath,Non-Hazardous,Organic Waste,Recovery - Composting,6884.11,40.0
2012_Q1,Meath,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,2950.33,68.72
2012_Q1,Monaghan,Hazardous,Chemical Waste,Disposal - Incineration,13075.07,75.13
2012_Q1,,Hazardous,Chemical Waste,Disposal - Other,5603.6,57.0
2012_Q1,Monaghan,Hazardous,Electronic Waste,Recovery - Recycling,11687.3,64.33
2012_Q1,Monaghan,Hazardous,Electronic Waste,Disposal - Other,1298.59,246.51
2012_Q1,Monaghan,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,8994.0,76.51
2012_Q1,Monaghan,Hazardous,Industrial Hazardous Waste,Disposal - Other,5996.48,353.0
2012_Q1,Monaghan,Hazardous,Medical Waste,Disposal - Incineration,17694.72,57.0
2012_Q1,Monaghan,Hazardous,,Disposal - Other,4423.68,69.93
2012_Q1,,Non-Hazardous,Agricultural Waste,Disposal - Landfill,6490.0,53.3
2012_Q1,Monaghan,Non-Hazardous,Agricultural Waste,Recovery - Composting,6490.22,56.43
2012_Q1,Monaghan,Non-Hazardous,Agricultural Waste,Disposal - Other,3245.0,74.0
2012_Q1,Monaghan,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,5890.36,78.0
2012_Q1,Monaghan,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,13744.18,44.0
2012_Q1,Monaghan,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,10438.78,51.53
2012_Q1,Monaghan,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,10438.78,60.1
2012_Q1,Monaghan,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,5219.39,50.82
2012_Q1,,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,6094.36,79.47
2012_Q1,Monaghan,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,3656.62,55.78
2012_Q1,,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2437.75,77.0
2012_Q1,Monaghan,Non-Hazardous,Organic Waste,Recovery - Composting,12191.58,64.28
2012_Q2,Monaghan,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,5224.96,71.0
2012_Q1,Offaly,Hazardous,Chemical Waste,Disposal - Incineration,8687.48,217.06
2012_Q1,Offaly,,Chemical Waste,Disposal - Other,3723.21,208.0
2012_Q1,Offaly,Hazardous,Electronic Waste,Recovery - Recycling,16775.49,57.65
2012_Q1,Offaly,Hazardous,Electronic Waste,Disposal - Other,,80.0
,Offaly,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,11215.61,53.96
2012_Q1,Offaly,Hazardous,Industrial Hazardous Waste,Disposal - Other,7477.07,55.21
2012_Q1,Offaly,Hazardous,Medical Waste,Disposal - Incineration,5067.68,580.66
2012_Q1,Offaly,Hazardous,Medical Waste,Disposal - Other,1266.92,74.0
2012_Q1,Offaly,Non-Hazardous,Agricultural Waste,Disposal - Landfill,7669.99,58.73
2012_Q1,Offaly,Non-Hazardous,Agricultural Waste,Recovery - Composting,7669.99,77.38
2012_Q1,Offaly,Non-Hazardous,Agricultural Waste,Disposal - Other,3835.0,64.0
2012_Q1,Offaly,Non-Hazardous,,Disposal - Landfill,3529.71,80.0
2012_Q1,Offaly,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,8236.0,58.0
2012_Q1,Offaly,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,3732.72,66.32
2012_Q1,Offaly,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,3732.72,63.91
2012_Q4,Offaly,Non-Hazardous,,Recovery - Energy Recovery,1866.36,75.62
2012_Q1,Offaly,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,8274.98,59.61
2012_Q1,Offaly,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,4964.99,71.63
,Offaly,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3309.99,65.28
2012_Q1,Offaly,Non-Hazardous,Organic Waste,Recovery - Composting,5403.81,53.0
2012_Q1,Offaly,Non-Hazardous,,Recovery - Energy Recovery,2315.0,67.0
2012_Q1,Roscommon,Hazardous,Chemical Waste,,16981.44,59.16
2012_Q1,Roscommon,Hazardous,Chemical Waste,Disposal - Other,7277.0,69.0
